"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"**Test Case ID:** TC-SEOS-02
**Title:** FAQ questions on Tata Starbus Ultra City Electric [en] match the stored snapshot
**Language:** en

**Description:**
Compare the FAQ heading and questions on Tata Starbus Ultra City Electric (en) with the stored snapshot. Pages with no FAQ must still have none.

**Expected Result:**
FAQ heading and questions on Tata Starbus Ultra City Electric (en) are unchanged.

**Steps:**
1. Open Tata Starbus Ultra City Electric (en)
2. Read the FAQ block
3. Compare with the stored snapshot","641","TC-SEOS-02: FAQ questions on Tata Starbus Ultra City Electric [en] match the stored snapshot","SEO structure - Buses [starbusUltraCityElectric] [en] — Tata Starbus Ultra City Electric","2026-08-31","passed","2026-08-31","","","",""
"**Test Case ID:** TC-SEOS-03
**Title:** None of the stored headings are missing on Mini Trucks [en]
**Language:** en

**Description:**
Confirm every heading stored for Mini Trucks (en) still exists on the live page.

**Expected Result:**
No stored heading is missing on Mini Trucks (en).

**Steps:**
1. Open Mini Trucks (en)
2. Check each stored heading is still on the page","21240","TC-SEOS-03: none of the stored headings are missing on Mini Trucks [en]","SEO structure - CategoryPages [miniTrucks] [en] — Mini Trucks","2026-08-31","failed","2026-08-31","","","",""
"**Test Case ID:** TC-TBB-04
**Title:** Last news article title navigates to news page
**Language:** hi

**Description:**
Click the last (not first) visible news article title in The Buzz Board and confirm the news article page opens.

**Expected Result:**
The browser URL matches that article’s news path for the selected language.

**Steps:**
1. Open The Buzz Board
2. Click the last visible article title
3. Verify the URL is the matching news page","1759","TC-TBB-04: last news article title navigates to news page","Homepage - TheBuzzBoard [hi]","2026-08-31","passed","2026-08-31","","","",""
"**Test Case ID:** TC-SEOS-03
**Title:** None of the stored headings are missing on Tata Yodha 2.0 [en]
**Language:** en

**Description:**
Confirm every heading stored for Tata Yodha 2.0 (en) still exists on the live page.

**Expected Result:**
No stored heading is missing on Tata Yodha 2.0 (en).

**Steps:**
1. Open Tata Yodha 2.0 (en)
2. Check each stored heading is still on the page","1247","TC-SEOS-03: none of the stored headings are missing on Tata Yodha 2.0 [en]","SEO structure - PDP [yodha20] [en] — Tata Yodha 2.0","2026-08-31","passed","2026-08-31","","","",""
"**Test Case ID:** TC-SEOS-03
**Title:** None of the stored headings are missing on 5 ton - 10 ton Trucks [ta]
**Language:** ta

**Description:**
Confirm every heading stored for 5 ton - 10 ton Trucks (ta) still exists on the live page.

**Expected Result:**
No stored heading is missing on 5 ton - 10 ton Trucks (ta).

**Steps:**
1. Open 5 ton - 10 ton Trucks (ta)
2. Check each stored heading is still on the page","1449","TC-SEOS-03: none of the stored headings are missing on 5 ton - 10 ton Trucks [ta]","SEO structure - CategoryPages [ton5to10] [ta] — 5 ton - 10 ton Trucks","2026-08-31","passed","2026-08-31","","","",""
"**Test Case ID:** TC-NLP-12
**Title:** Load More shows more truck cards on Latest Trucks
**Language:** en

**Description:**
Click Load More on Latest Trucks and confirm more truck cards appear.

**Expected Result:**
The number of visible card buttons increases after Load More.

**Steps:**
1. Open the Latest Trucks listing page
2. Note how many truck cards are shown
3. Click Load More
4. Verify more cards are shown","1259","TC-NLP-12: Load More shows more truck cards on Latest Trucks","ListingPages - NewListingPages [latestTrucks] [en] — Latest Trucks","2026-08-31","passed","2026-08-31","","","",""
"","8039","TC-SEOS-00: page links resolve 200/30x; broken links are logged, not failed","SEO structure - UtilityPages [authorsHub] [hi] — All Authors","2026-08-31","passed","2026-08-31","","","",""
"","9706","TC-SEOS-00: page links resolve 200/30x; broken links are logged, not failed","SEO structure - Homepage [home] [ta] — Homepage","2026-08-31","passed","2026-08-31","","","",""
"","7577","TC-CL-00: page links resolve 200/30x; broken links are logged, not failed","CategoryPages - CategoryListing [fourWheeler] [en] — 4 Wheeler","2026-08-31","passed","2026-08-31","","","",""
"**Test Case ID:** TC-SEOS-04
**Title:** Heading count on Used Ashok Leyland Ecomet 1415 he cng [ta] still matches the snapshot
**Language:** ta

**Description:**
Confirm Used Ashok Leyland Ecomet 1415 he cng (ta) still has the same number of SEO headings as the snapshot.

**Expected Result:**
Used Ashok Leyland Ecomet 1415 he cng (ta) still has 7 SEO headings.

**Steps:**
1. Open Used Ashok Leyland Ecomet 1415 he cng (ta)
2. Count SEO headings
3. Compare with the snapshot count","719","TC-SEOS-04: heading count on Used Ashok Leyland Ecomet 1415 he cng [ta] still matches the snapshot","SEO structure - UsedTruck [usedTruckPdp] [ta] — Used Ashok Leyland Ecomet 1415 he cng","2026-08-31","passed","2026-08-31","","","",""
