"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"**Test Case ID:** TC-PTB-01
**Title:** Popular Truck Brands section is visible with heading
**Language:** ta

**Description:**
Open the homepage and locate the Popular Truck Brands section. Confirm the section is shown to the user with the correct section heading for the selected language.

**Expected Result:**
The Popular Truck Brands section is visible and the heading text matches the expected localized heading (for example, “Popular Truck Brands” in English).

**Steps:**
1. Open the homepage for the selected language
2. Scroll to the Popular Truck Brands section
3. Verify the section and heading are visible","2070","TC-PTB-01: Popular Truck Brands section is visible with heading","Homepage - PopularTruckBrands [ta]","2026-08-27","passed","2026-08-27","","","",""
"**Test Case ID:** TC-CDT-01
**Title:** Page heading is visible on Privacy Policy
**Language:** en

**Description:**
Open the Privacy Policy page and verify its main heading is shown.

**Expected Result:**
The user sees the ""Privacy Policy | Truckjunction"" heading at the top of the page.

**Steps:**
1. Open the Privacy Policy page
2. Verify the main page heading is visible","1030","TC-CDT-01: page heading is visible on Privacy Policy","UtilityPages - ContentDetailPage [privacyPolicy] [en] — Privacy Policy","2026-08-27","passed","2026-08-27","","","",""
"**Test Case ID:** TC-PL-05
**Title:** listing heading, filters and cards on Under 1 Ton Trucks
**Language:** en

**Description:**
Open Under 1 Ton Trucks and confirm the page heading and at least one listing card CTA. Filter By is checked when that row is present.

**Expected Result:**
Page heading is visible and at least one listing card button is shown.

**Steps:**
1. Open the Under 1 Ton Trucks page
2. Verify the page heading
3. Verify listing cards (and Filter By when present)","760","TC-PL-05: listing heading, filters and cards on Under 1 Ton Trucks","CategoryPages - PayloadListing [under1Ton] [en] — Under 1 Ton Trucks","2026-08-27","passed","2026-08-27","","","",""
"**Test Case ID:** TC-CL-03
**Title:** Check Truck Price lead form rejects mobile that is not 10 digits on 4 Wheeler
**Language:** en

**Description:**
Open the 4 Wheeler page, open Check Truck Price, fill a valid name, an invalid (5-digit) mobile number, and leave city empty, then submit.

**Expected Result:**
The real, page-shown mobile-format and location-required validation messages are displayed, and no lead is submitted.

**Steps:**
1. Open the 4 Wheeler page
2. Click a truck card's ""Check Truck Price"" button to open its lead form
3. Fill a valid name and an invalid mobile number
4. Submit with city left empty
5. Verify the mobile-format and location validation messages are shown","3733","TC-CL-03: Check Truck Price lead form rejects mobile that is not 10 digits on 4 Wheeler","CategoryPages - CategoryListing [fourWheeler] [en] — 4 Wheeler","2026-08-27","passed","2026-08-27","","","",""
"**Test Case ID:** TC-PTC-02
**Title:** First compared truck name navigates to truck PDP
**Language:** hi

**Description:**
Click the first visible truck name in Popular Truck Comparison and confirm that truck’s product detail page opens.

**Expected Result:**
The browser URL matches that truck’s PDP path for the selected language.

**Steps:**
1. Open Popular Truck Comparison
2. Click the first visible truck name
3. Verify the URL is the matching truck PDP","4892","TC-PTC-02: first compared truck name navigates to truck PDP","Homepage - PopularTruckComparison [hi]","2026-08-27","passed","2026-08-27","","","",""
"","2912","TC-SRT-09: shows budget/brand error when Search is clicked with no budget selected","Homepage - SearchRightTruck [en]","2026-08-27","passed","2026-08-27","","","",""
"","668","TC-TYRL-02: Load More is not shown on Latest Truck Tyres","UtilityPages - TyresListing [latestTruckTyres] [en] [desktop] — Latest Truck Tyres","2026-08-27","skipped","2026-08-27","","","",""
"**Test Case ID:** TC-CDT-01
**Title:** Page heading is visible on Terms and Conditions
**Language:** en

**Description:**
Open the Terms and Conditions page and verify its main heading is shown.

**Expected Result:**
The user sees the ""Terms and Conditions - Truck Junction"" heading at the top of the page.

**Steps:**
1. Open the Terms and Conditions page
2. Verify the main page heading is visible","723","TC-CDT-01: page heading is visible on Terms and Conditions","UtilityPages - ContentDetailPage [termsAndCondition] [en] — Terms and Conditions","2026-08-27","passed","2026-08-27","","","",""
"**Test Case ID:** TC-PDPI-05
**Title:** Download Brochure lead submits successfully on Tata Yodha 2.0 Price in Gurgaon
**Language:** en

**Description:**
Open Tata Yodha 2.0 Price in Gurgaon, click “Download Brochure” (a second entry point), fill name, mobile and city, and submit.

**Expected Result:**
A Thank You confirmation is shown after a successful lead submission from this second CTA.

**Steps:**
1. Open Tata Yodha 2.0 Price in Gurgaon
2. Click Download Brochure
3. Fill name, mobile and city
4. Submit and verify Thank You","3421","TC-PDPI-05: Download Brochure lead submits successfully on Tata Yodha 2.0 Price in Gurgaon","PDP - NewTruckInternalPages [yodhaPriceGurgaon] [en] — Tata Yodha 2.0 Price in Gurgaon","2026-08-27","passed","2026-08-27","","","",""
"**Test Case ID:** TC-LR-01
**Title:** Sign In from the homepage opens the login form
**Language:** en

**Description:**
Open the staging homepage, click Sign In, and confirm the Login / Register page shows the LOGIN form.

**Expected Result:**
The user lands on /login and sees “Login / Register to Truck Junction” with Email / Mobile no and Login.

**Steps:**
1. Open the staging homepage
2. Click Sign In
3. Verify the login heading, LOGIN tab, email/mobile field and Login button","17018","TC-LR-01: Sign In from the homepage opens the login form","Login - LoginRegister [en]","2026-08-27","passed","2026-08-27","","","",""
