"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"**Test Case ID:** TC-NLP-11
**Title:** FAQ question expands on Best Trucks
**Language:** en

**Description:**
Open a Frequently Asked Question on Best Trucks and confirm the answer is shown.

**Expected Result:**
The selected question’s answer is visible.

**Steps:**
1. Open the Best Trucks listing page
2. Scroll to Frequently Asked Questions
3. Open a question
4. Verify the answer is shown","1033","TC-NLP-11: FAQ question expands on Best Trucks","ListingPages - NewListingPages [bestTrucks] [en] — Best Trucks","2026-09-08","passed","2026-09-08","","","",""
"**Test Case ID:** TC-SEOS-03
**Title:** None of the stored headings are missing on Offers [en]
**Language:** en

**Description:**
Confirm every heading stored for Offers (en) still exists on the live page.

**Expected Result:**
No stored heading is missing on Offers (en).

**Steps:**
1. Open Offers (en)
2. Check each stored heading is still on the page","1220","TC-SEOS-03: none of the stored headings are missing on Offers [en]","SEO structure - UtilityPages [offers] [en] — Offers","2026-09-08","passed","2026-09-08","","","",""
"**Test Case ID:** TC-SEOS-04
**Title:** Heading count on Tata Trucks [ta] still matches the snapshot
**Language:** ta

**Description:**
Confirm Tata Trucks (ta) still has the same number of SEO headings as the snapshot.

**Expected Result:**
Tata Trucks (ta) still has 19 SEO headings.

**Steps:**
1. Open Tata Trucks (ta)
2. Count SEO headings
3. Compare with the snapshot count","1539","TC-SEOS-04: heading count on Tata Trucks [ta] still matches the snapshot","SEO structure - CategoryPages [tataBrand] [ta] — Tata Trucks","2026-09-08","passed","2026-09-08","","","",""
"**Test Case ID:** TC-SEOS-02
**Title:** FAQ questions on 18 Wheeler [hi] match the stored snapshot
**Language:** hi

**Description:**
Compare the FAQ heading and questions on 18 Wheeler (hi) with the stored snapshot. Pages with no FAQ must still have none.

**Expected Result:**
FAQ heading and questions on 18 Wheeler (hi) are unchanged.

**Steps:**
1. Open 18 Wheeler (hi)
2. Read the FAQ block
3. Compare with the stored snapshot","1201","TC-SEOS-02: FAQ questions on 18 Wheeler [hi] match the stored snapshot","SEO structure - CategoryPages [eighteenWheeler] [hi] — 18 Wheeler","2026-09-08","passed","2026-09-08","","","",""
"**Test Case ID:** TC-LMC-05
**Title:** One Check Offers lead from மின்சார ரிக்ஷா tab submits successfully
**Language:** ta

**Description:**
Open the மின்சார ரிக்ஷா tab in Latest Models by Category, click Check Offers once, fill name/mobile/city, enter a 5-digit price/budget only if asked, and submit.

**Expected Result:**
A Thank You confirmation is shown after a successful lead submission from that tab.

**Steps:**
1. Open Latest Models by Category
2. Open the மின்சார ரிக்ஷா tab
3. Click Check Offers on one visible card
4. Fill name, mobile and city (and 5-digit price/budget if shown)
5. Submit and verify Thank You confirmation","4481","TC-LMC-05: one Check Offers lead from மின்சார ரிக்ஷா tab submits successfully","Homepage - LatestModelsByCategory [ta]","2026-09-08","passed","2026-09-08","","","",""
"**Test Case ID:** TC-SEOS-04
**Title:** Heading count on Mahindra Trucks [en] still matches the snapshot
**Language:** en

**Description:**
Confirm Mahindra Trucks (en) still has the same number of SEO headings as the snapshot.

**Expected Result:**
Mahindra Trucks (en) still has 15 SEO headings.

**Steps:**
1. Open Mahindra Trucks (en)
2. Count SEO headings
3. Compare with the snapshot count","1016","TC-SEOS-04: heading count on Mahindra Trucks [en] still matches the snapshot","SEO structure - CategoryPages [mahindraBrand] [en] — Mahindra Trucks","2026-09-08","passed","2026-09-08","","","",""
"**Test Case ID:** TC-ECV-01
**Title:** Electric Commercial Vehicles section is visible
**Language:** en

**Description:**
Open the homepage and locate the Electric Commercial Vehicles section. Confirm the section is shown with the correct heading for the selected language.

**Expected Result:**
The Electric Commercial Vehicles section is visible and the heading matches the expected localized text (for example, “Electric Commercial Vehicles” in English).

**Steps:**
1. Open the homepage for the selected language
2. Scroll to the Electric Commercial Vehicles section
3. Verify the section and heading are visible","1226","TC-ECV-01: Electric Commercial Vehicles section is visible","Homepage - ElectricCommercialVehicles [en]","2026-09-08","passed","2026-09-08","","","",""
"**Test Case ID:** TC-SEOS-03
**Title:** None of the stored headings are missing on 10 ton - 20 ton Trucks [en]
**Language:** en

**Description:**
Confirm every heading stored for 10 ton - 20 ton Trucks (en) still exists on the live page.

**Expected Result:**
No stored heading is missing on 10 ton - 20 ton Trucks (en).

**Steps:**
1. Open 10 ton - 20 ton Trucks (en)
2. Check each stored heading is still on the page","1024","TC-SEOS-03: none of the stored headings are missing on 10 ton - 20 ton Trucks [en]","SEO structure - CategoryPages [ton10to20] [en] — 10 ton - 20 ton Trucks","2026-09-08","passed","2026-09-08","","","",""
"","19406","TC-SEOS-00: page links resolve 200/30x; broken links are logged, not failed","SEO structure - UtilityPages [privacyPolicy] [ta] — Privacy Policy","2026-09-08","passed","2026-09-08","","","",""
"**Test Case ID:** TC-SEOS-02
**Title:** FAQ questions on Eka 3W Cargo [hi] match the stored snapshot
**Language:** hi

**Description:**
Compare the FAQ heading and questions on Eka 3W Cargo (hi) with the stored snapshot. Pages with no FAQ must still have none.

**Expected Result:**
FAQ heading and questions on Eka 3W Cargo (hi) are unchanged.

**Steps:**
1. Open Eka 3W Cargo (hi)
2. Read the FAQ block
3. Compare with the stored snapshot","1135","TC-SEOS-02: FAQ questions on Eka 3W Cargo [hi] match the stored snapshot","SEO structure - PDP [eka3wCargo] [hi] — Eka 3W Cargo","2026-09-08","passed","2026-09-08","","","",""
"**Test Case ID:** TC-SEOS-02
**Title:** FAQ questions on SML ISUZU Buses [hi] match the stored snapshot
**Language:** hi

**Description:**
Compare the FAQ heading and questions on SML ISUZU Buses (hi) with the stored snapshot. Pages with no FAQ must still have none.

**Expected Result:**
FAQ heading and questions on SML ISUZU Buses (hi) are unchanged.

**Steps:**
1. Open SML ISUZU Buses (hi)
2. Read the FAQ block
3. Compare with the stored snapshot","867","TC-SEOS-02: FAQ questions on SML ISUZU Buses [hi] match the stored snapshot","SEO structure - Buses [smlIsuzuBuses] [hi] — SML ISUZU Buses","2026-09-07","passed","2026-09-07","","","",""
"","32444","TC-TSR-00: page links resolve 200/30x; broken links are logged, not failed","CategoryPages - CategoryListingTruckSeries [ashokLeylandBoss] [en] — Ashok Leyland Boss","2026-09-08","passed","2026-09-08","","","",""
"**Test Case ID:** TC-SEOS-03
**Title:** None of the stored headings are missing on Tata Starbus Ultra City Electric [en]
**Language:** en

**Description:**
Confirm every heading stored for Tata Starbus Ultra City Electric (en) still exists on the live page.

**Expected Result:**
No stored heading is missing on Tata Starbus Ultra City Electric (en).

**Steps:**
1. Open Tata Starbus Ultra City Electric (en)
2. Check each stored heading is still on the page","753","TC-SEOS-03: none of the stored headings are missing on Tata Starbus Ultra City Electric [en]","SEO structure - Buses [starbusUltraCityElectric] [en] — Tata Starbus Ultra City Electric","2026-09-07","passed","2026-09-07","","","",""
"**Test Case ID:** TC-TBR-03
**Title:** Check Truck Price lead form rejects mobile that is not 10 digits on Eicher Trucks
**Language:** en

**Description:**
Open the Eicher Trucks page, open Check Truck Price, fill a valid name, an invalid (5-digit) mobile number, and leave city empty, then submit.

**Expected Result:**
The real, page-shown mobile-format and location-required validation messages are displayed, and no lead is submitted.

**Steps:**
1. Open the Eicher Trucks page
2. Click a truck card's ""Check Truck Price"" button to open its lead form
3. Fill a valid name and an invalid mobile number
4. Submit with city left empty
5. Verify the mobile-format and location validation messages are shown","3154","TC-TBR-03: Check Truck Price lead form rejects mobile that is not 10 digits on Eicher Trucks","CategoryPages - CategoryListingBrands [eicherBrand] [en] — Eicher Trucks","2026-09-07","passed","2026-09-07","","","",""
"**Test Case ID:** TC-SEOS-03
**Title:** None of the stored headings are missing on Transit Mixer [ta]
**Language:** ta

**Description:**
Confirm every heading stored for Transit Mixer (ta) still exists on the live page.

**Expected Result:**
No stored heading is missing on Transit Mixer (ta).

**Steps:**
1. Open Transit Mixer (ta)
2. Check each stored heading is still on the page","1060","TC-SEOS-03: none of the stored headings are missing on Transit Mixer [ta]","SEO structure - CategoryPages [transitMixer] [ta] — Transit Mixer","2026-09-08","passed","2026-09-08","","","",""
"**Test Case ID:** TC-SEOS-03
**Title:** None of the stored headings are missing on 10 Wheeler [ta]
**Language:** ta

**Description:**
Confirm every heading stored for 10 Wheeler (ta) still exists on the live page.

**Expected Result:**
No stored heading is missing on 10 Wheeler (ta).

**Steps:**
1. Open 10 Wheeler (ta)
2. Check each stored heading is still on the page","1442","TC-SEOS-03: none of the stored headings are missing on 10 Wheeler [ta]","SEO structure - CategoryPages [tenWheeler] [ta] — 10 Wheeler","2026-09-08","passed","2026-09-08","","","",""
"","798","TC-TYRL-01: Load More shows more tyre cards on Apollo Tyres","UtilityPages - TyresListing [apolloTyres] [en] [mobile] — Apollo Tyres","2026-09-08","skipped","2026-09-08","","","",""
"**Test Case ID:** TC-SEOS-03
**Title:** None of the stored headings are missing on Author Profile [hi]
**Language:** hi

**Description:**
Confirm every heading stored for Author Profile (hi) still exists on the live page.

**Expected Result:**
No stored heading is missing on Author Profile (hi).

**Steps:**
1. Open Author Profile (hi)
2. Check each stored heading is still on the page","669","TC-SEOS-03: none of the stored headings are missing on Author Profile [hi]","SEO structure - UtilityPages [authorDetail] [hi] — Author Profile","2026-09-08","passed","2026-09-08","","","",""
"","871","TC-CL-04: Call Now assistance lead submits successfully on 22 Wheeler","CategoryPages - CategoryListing [twentyTwoWheeler] [en] — 22 Wheeler","2026-09-08","skipped","2026-09-08","","","",""
"**Test Case ID:** TC-SEOS-04
**Title:** Heading count on Popular Truck [hi] still matches the snapshot
**Language:** hi

**Description:**
Confirm Popular Truck (hi) still has the same number of SEO headings as the snapshot.

**Expected Result:**
Popular Truck (hi) still has 11 SEO headings.

**Steps:**
1. Open Popular Truck (hi)
2. Count SEO headings
3. Compare with the snapshot count","926","TC-SEOS-04: heading count on Popular Truck [hi] still matches the snapshot","SEO structure - ListingPages [popularTrucks] [hi] — Popular Truck","2026-09-08","passed","2026-09-08","","","",""
"**Test Case ID:** TC-CL-04
**Title:** Call Now assistance lead submits successfully on Bi Fuel Trucks
**Language:** en

**Description:**
Open the Bi Fuel Trucks page, click the ""Still confused?"" widget's Call Now button to open the assistance lead form, fill model, name, mobile and city, and submit.

**Expected Result:**
The assistance form closes after a successful submission.

**Steps:**
1. Open the Bi Fuel Trucks page
2. Click Call Now to open the assistance lead form
3. Fill model, name, mobile and city
4. Submit and verify the assistance form closes","4607","TC-CL-04: Call Now assistance lead submits successfully on Bi Fuel Trucks","CategoryPages - CategoryListing [biFuel] [en] — Bi Fuel Trucks","2026-09-08","passed","2026-09-08","","","",""
