"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"**Test Case ID:** TC-ECV-01
**Title:** Electric Commercial Vehicles section is visible
**Language:** ta

**Description:**
Open the homepage and locate the Electric Commercial Vehicles section. Confirm the section is shown with the correct heading for the selected language.

**Expected Result:**
The Electric Commercial Vehicles section is visible and the heading matches the expected localized text (for example, “Electric Commercial Vehicles” in English).

**Steps:**
1. Open the homepage for the selected language
2. Scroll to the Electric Commercial Vehicles section
3. Verify the section and heading are visible","1238","TC-ECV-01: Electric Commercial Vehicles section is visible","Homepage - ElectricCommercialVehicles [ta]","2026-08-23","passed","2026-08-23","","","",""
"","721","TC-NLP-04: Notify Me lead submits successfully on Find New Trucks","ListingPages - NewListingPages [newTrucks] [en] — Find New Trucks","2026-08-23","skipped","2026-08-23","","","",""
"","6506","TC-CNT-00: page links resolve 200/30x; broken links are logged, not failed","UtilityPages - ContentPage [videos] [en] — Videos","2026-08-23","passed","2026-08-23","","","",""
"","5238","TC-SRT-05: searches by budget and navigates away from the homepage form","Homepage - SearchRightTruck [en]","2026-08-23","passed","2026-08-23","","","",""
"**Test Case ID:** TC-LMC-01
**Title:** Latest Models by Category section is visible with tabs
**Language:** hi

**Description:**
Open the homepage and locate Latest Models by Category. Confirm the section heading and all category tabs are shown.

**Expected Result:**
The section is visible with the correct heading and tabs for 3 Wheelers, Auto Rickshaw, E Rickshaw, Mini Trucks, and SCV (localized for the language).

**Steps:**
1. Open the homepage for the selected language
2. Scroll to Latest Models by Category
3. Verify heading and all category tabs are visible","1180","TC-LMC-01: Latest Models by Category section is visible with tabs","Homepage - LatestModelsByCategory [hi]","2026-08-23","passed","2026-08-23","","","",""
"**Test Case ID:** TC-BUS-02
**Title:** Lead form shows required validation when submitted empty on Ashok Leyland Buses
**Language:** en

**Description:**
Open the Ashok Leyland Buses page, open the lead form via ""Check Bus Price"", and submit with name, mobile and city all left empty.

**Expected Result:**
The real, page-shown validation messages for name, mobile and location are displayed, and no lead is submitted.

**Steps:**
1. Open the Ashok Leyland Buses page
2. Click ""Check Bus Price"" to open its lead form
3. Leave name, mobile and city empty and submit
4. Verify all three required-field validation messages are shown","1609","TC-BUS-02: lead form shows required validation when submitted empty on Ashok Leyland Buses","Buses - BusListing [ashokLeylandBuses] [en] — Ashok Leyland Buses","2026-08-23","passed","2026-08-23","","","",""
"**Test Case ID:** TC-PTB-02
**Title:** All popular brand cards show name, logo, title and brand URL
**Language:** en

**Description:**
In the Popular Truck Brands section, verify every expected brand card displays the brand name, logo image, accessible title, and link to that brand’s page.

**Expected Result:**
Each brand from test data appears once with the correct visible name, logo, title attribute, and href pointing to the brand page for that language.

**Steps:**
1. Open the Popular Truck Brands section
2. For each expected brand, verify name, logo, title and URL
3. Confirm the total number of brand cards matches test data","2069","TC-PTB-02: all popular brand cards show name, logo, title and brand URL","Homepage - PopularTruckBrands [en]","2026-08-23","passed","2026-08-23","","","",""
"","7699","TC-PTC-00: page links resolve 200/30x; broken links are logged, not failed","Homepage - PopularTruckComparison [hi]","2026-08-23","passed","2026-08-23","","","",""
"**Test Case ID:** TC-TBB-02
**Title:** First news article title navigates to news page
**Language:** en

**Description:**
Click the first visible news article title in The Buzz Board and confirm the news article page opens.

**Expected Result:**
The browser URL matches that article’s news path for the selected language.

**Steps:**
1. Open The Buzz Board
2. Click the first visible article title
3. Verify the URL is the matching news page","3025","TC-TBB-02: first news article title navigates to news page","Homepage - TheBuzzBoard [en]","2026-08-23","passed","2026-08-23","","","",""
"","793","TC-CL-04: Call Now assistance lead submits successfully on 8 Wheeler","CategoryPages - CategoryListing [eightWheeler] [en] — 8 Wheeler","2026-08-23","skipped","2026-08-23","","","",""
